"","X1","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"11044",11044,27.61,"Íbúðareign",108.9,0,2,2,90,"Holt/Tún"
"11045",11045,20.85,"Íbúðareign",118.7,0,2,1,5110,"Sauðárkrókur"
"11046",11046,25.5,"Parhús",141.4,0,3,1,8010,"Selfoss"
"11047",11047,21.33,"Íbúðareign",86.8,0,2,1,600,"Hafnarfjörður"
"11048",11048,19.75,"Íbúðareign",69.6,0,1,1,700,"Garðarbær: Álftanes"
"11049",11049,41.21,"Einbýlishús",161,0,4,3,300,"Kópavogur: Vesturbær"
"11050",11050,32.74,"Íbúðareign",103.9,1,3,1,330,"Kópavogur: Hjallar, Smárar"
"11051",11051,45.87,"Raðhús",114.9,0,3,1,340,"Kópavogur: Lindir, Salir"
"11052",11052,45.45,"Raðhús",150.3,0,3,1,220,"Selás"
"11053",11053,22.19,"Íbúðareign",64.5,0,2,1,70,"Melar: Að sjó"
"11054",11054,21.8,"Íbúðareign",90.4,1,3,1,150,"Seljahverfi"
"11055",11055,22.47,"Íbúðareign",72.9,0,2,1,91,"Háaleiti/Skeifa"
"11056",11056,14.5,"Íbúðareign",36.5,0,1,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11057",11057,22.14,"Íbúðareign",61.4,1,1,1,160,"Hólar, Berg"
"11058",11058,12.86,"Íbúðareign",48.5,0,1,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"11059",11059,24.82,"Íbúðareign",95.6,0,2,1,6010,"Akureyri: Naustahverfi"
"11060",11060,26.96,"Íbúðareign",101.8,1,3,2,6080,"Akureyri: Giljahverfi"
"11061",11061,34.9,"Einbýlishús",135.9,0,4,1,6030,"Akureyri: Efri brekka"
"11062",11062,12.5,"Íbúðareign",93.9,0,1,1,2050,"Keflavík"
"11063",11063,7.5,"Íbúðareign",65,0,2,1,2050,"Keflavík"
"11064",11064,15.95,"Íbúðareign",93.9,0,1,1,2050,"Keflavík"
"11065",11065,15,"Íbúðareign",85.5,0,2,1,7110,"Egilsstaðir"
"11066",11066,12.85,"Einbýlishús",205.2,0,6,1,7020,"Vopnafjörður"
"11067",11067,21.8,"Íbúðareign",64.7,0,2,1,91,"Háaleiti/Skeifa"
"11068",11068,19.11,"Íbúðareign",79.1,0,2,1,200,"Árbær"
"11069",11069,29.11,"Íbúðareign",84.5,1,2,1,160,"Hólar, Berg"
"11070",11070,22.38,"Íbúðareign",86.6,0,2,1,160,"Hólar, Berg"
"11071",11071,40.05,"Einbýlishús",183.8,0,5,2,150,"Seljahverfi"
"11072",11072,15.84,"Íbúðareign",47.4,0,1,1,90,"Holt/Tún"
"11073",11073,31.97,"Íbúðareign",107.3,0,5,1,281,"Réttarholt"
"11074",11074,16.9,"Íbúðareign",64.3,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11075",11075,32.69,"Íbúðareign",125.9,1,2,1,110,"Bryggjuhverfi"
"11076",11076,24.5,"Íbúðareign",93.7,0,3,1,283,"Hvassaleiti"
"11077",11077,35.01,"Íbúðareign",83.1,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11078",11078,17.88,"Íbúðareign",59.4,0,1,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"11079",11079,25.92,"Íbúðareign",112.8,0,3,2,200,"Árbær"
"11080",11080,10.71,"Íbúðareign",41,0,1,1,160,"Hólar, Berg"
"11081",11081,13.07,"Íbúðareign",57.7,0,1,1,161,"Fell"
"11082",11082,29.38,"Íbúðareign",95.6,0,3,1,283,"Hvassaleiti"
"11083",11083,42.21,"Raðhús",168.4,0,3,2,200,"Árbær"
"11084",11084,12.5,"Parhús",112.2,0,3,1,4040,"Bíldudalur"
"11085",11085,26.49,"Íbúðareign",105.1,0,3,1,640,"Hafnarfjörður - Ásland"
"11086",11086,117.91,"Einbýlishús",312.5,0,5,3,540,"Garðabær: Arnarnes"
"11087",11087,19.1,"Íbúðareign",77.5,0,2,1,650,"Hafnarfjörður - Setberg"
"11088",11088,20.68,"Íbúðareign",89.5,0,3,1,600,"Hafnarfjörður"
"11089",11089,28.62,"Íbúðareign",102.6,0,2,1,620,"Hafarfjörður: Hvaleyrarholt"
"11090",11090,28.74,"Íbúðareign",106.9,1,2,1,600,"Hafnarfjörður"
"11091",11091,52.88,"Íbúðareign",147,2,2,1,600,"Hafnarfjörður"
"11092",11092,37.38,"Íbúðareign",147.2,1,3,1,340,"Kópavogur: Lindir, Salir"
"11093",11093,5.03,"Íbúðareign",50.1,0,1,1,5110,"Sauðárkrókur"
"11094",11094,9.84,"Íbúðareign",22.4,0,1,0,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11095",11095,24.3,"Íbúðareign",64.9,0,1,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"11096",11096,19.48,"Íbúðareign",75.6,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11097",11097,21.97,"Íbúðareign",98.2,0,3,1,150,"Seljahverfi"
"11098",11098,23.7,"Íbúðareign",75.6,0,1,1,270,"Norðlingaholt"
"11099",11099,19.08,"Íbúðareign",55.2,0,1,1,91,"Háaleiti/Skeifa"
"11100",11100,23.79,"Íbúðareign",93.9,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11101",11101,26.89,"Íbúðareign",96.6,0,2,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"11102",11102,46.74,"Íbúðareign",95.8,1,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11103",11103,27,"Íbúðareign",100.6,0,3,1,100,"Laugarneshverfi/Vogar"
"11104",11104,24.85,"Íbúðareign",105,0,3,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"11105",11105,23.59,"Íbúðareign",101.9,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11106",11106,32.41,"Íbúðareign",90.4,0,3,1,70,"Melar: Að sjó"
"11107",11107,73.87,"Einbýlishús",168.6,0,5,2,75,"Skerjafjörður"
"11108",11108,35.78,"Raðhús",152.9,0,5,3,160,"Hólar, Berg"
"11109",11109,20.39,"Íbúðareign",82.2,0,2,1,170,"Neðra-Breiðholt"
"11110",11110,21.86,"Íbúðareign",63,0,3,1,80,"Hlíðar"
"11111",11111,21.12,"Einbýlishús",148.3,0,4,2,5020,"Blönduós"
"11112",11112,36.29,"Raðhús",133.9,0,3,1,2060,"Grindavík"
"11113",11113,49.43,"Raðhús",132.9,0,3,1,520,"Garðabær: Ásar"
"11114",11114,70.24,"Einbýlishús",202.4,0,6,1,500,"Garðabær"
"11115",11115,25.61,"Íbúðareign",81.2,0,2,1,650,"Hafnarfjörður - Setberg"
"11116",11116,60,"Raðhús",204.7,0,3,1,511,"Garðabær: Akrahverfi"
"11117",11117,56.81,"Einbýlishús",149.4,0,5,1,500,"Garðabær"
"11118",11118,48.46,"Íbúðareign",140.5,0,3,1,350,"Kópavogur: Hvörf, Þing"
"11119",11119,19.54,"Íbúðareign",79.3,0,2,1,320,"Kópavogur: Austurbær"
"11120",11120,8.67,"Íbúðareign",29.6,0,1,0,300,"Kópavogur: Vesturbær"
"11121",11121,51.5,"Raðhús",174.9,0,4,1,330,"Kópavogur: Hjallar, Smárar"
"11122",11122,25.61,"Íbúðareign",93.9,0,2,1,351,"Kópavogur: Kórar"
"11123",11123,30.91,"Íbúðareign",101.8,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"11124",11124,5.49,"Einbýlishús",65.2,0,2,1,6250,"Raufarhöfn"
"11125",11125,21.48,"Einbýlishús",137.1,0,2,1,7100,"Fellabær"
"11126",11126,15.4,"Íbúðareign",85.5,0,2,1,7110,"Egilsstaðir"
"11127",11127,20.48,"Einbýlishús",177.6,0,4,1,7140,"Eskifjörður"
"11128",11128,26.48,"Íbúðareign",94.6,0,4,1,320,"Kópavogur: Austurbær"
"11129",11129,40.81,"Íbúðareign",131.5,0,2,2,330,"Kópavogur: Hjallar, Smárar"
"11130",11130,32.58,"Íbúðareign",102,1,2,1,340,"Kópavogur: Lindir, Salir"
"11131",11131,28.72,"Íbúðareign",103.2,0,3,1,320,"Kópavogur: Austurbær"
"11132",11132,38.7,"Íbúðareign",152.2,0,3,3,100,"Laugarneshverfi/Vogar"
"11133",11133,55.69,"Raðhús",195.8,0,4,1,100,"Laugarneshverfi/Vogar"
"11134",11134,27.86,"Íbúðareign",115.4,0,4,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11135",11135,23.08,"Íbúðareign",85.2,0,2,1,120,"Grafarvogur: Hamrar, Foldir, Hús"
"11136",11136,18.81,"Íbúðareign",61.4,0,1,2,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11137",11137,19.96,"Íbúðareign",82.7,0,1,1,150,"Seljahverfi"
"11138",11138,21.95,"Íbúðareign",65.1,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"11139",11139,16.58,"Íbúðareign",60.4,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11140",11140,22.23,"Íbúðareign",71.4,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"11141",11141,35.06,"Íbúðareign",75.8,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11142",11142,11.58,"Íbúðareign",49.6,0,1,1,6040,"Akureyri: Glerárhverfi"
"11143",11143,11.81,"Einbýlishús",92,0,5,1,6140,"Dalvík"
"11144",11144,98.63,"Einbýlishús",222.2,0,5,2,500,"Garðabær"
"11145",11145,17.11,"Íbúðareign",77.3,0,1,1,630,"Hafnarfjörður - Vellir"
"11146",11146,66,"Raðhús",219.5,0,5,1,511,"Garðabær: Akrahverfi"
"11147",11147,37.6,"Íbúðareign",109.6,1,2,1,600,"Hafnarfjörður"
"11148",11148,22.5,"Íbúðareign",63.4,1,1,1,680,"Hafnarfjörður - Börð"
"11149",11149,44.31,"Íbúðareign",126.2,1,2,1,511,"Garðabær: Akrahverfi"
"11150",11150,42.46,"Raðhús",127,0,3,1,500,"Garðabær"
"11151",11151,30.51,"Íbúðareign",109.8,1,3,1,340,"Kópavogur: Lindir, Salir"
"11152",11152,16.18,"Íbúðareign",57.5,0,1,1,160,"Hólar, Berg"
"11153",11153,30.48,"Íbúðareign",70.2,0,3,1,90,"Holt/Tún"
"11154",11154,23.95,"Íbúðareign",101.9,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11155",11155,40.63,"Íbúðareign",118.1,0,3,2,11,"Vesturbær: Vestan Bræðraborgarstígs"
"11156",11156,24.65,"Íbúðareign",68.1,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"11157",11157,29,"Íbúðareign",99.5,0,3,1,100,"Laugarneshverfi/Vogar"
"11158",11158,22.69,"Íbúðareign",90,0,2,1,630,"Hafnarfjörður - Vellir"
"11159",11159,29.86,"Íbúðareign",78.2,1,1,1,510,"Garðabær: Sjáland"
"11160",11160,18.41,"Íbúðareign",57.4,1,1,1,600,"Hafnarfjörður"
"11161",11161,18.08,"Íbúðareign",78,0,2,1,680,"Hafnarfjörður - Börð"
"11162",11162,22.47,"Íbúðareign",101.6,0,3,1,630,"Hafnarfjörður - Vellir"
"11163",11163,15.45,"Íbúðareign",34.8,0,1,1,320,"Kópavogur: Austurbær"
"11164",11164,43.92,"Einbýlishús",216,0,4,1,351,"Kópavogur: Kórar"
"11165",11165,14.73,"Íbúðareign",58.5,0,1,1,160,"Hólar, Berg"
"11166",11166,104.72,"Einbýlishús",201.1,0,4,3,70,"Melar: Að sjó"
"11167",11167,20.68,"Íbúðareign",61.9,0,2,1,400,"Seltjarnarnes"
"11168",11168,42.53,"Íbúðareign",134.7,0,2,1,80,"Hlíðar"
"11169",11169,24.74,"Íbúðareign",106.7,0,3,1,200,"Árbær"
"11170",11170,15.99,"Íbúðareign",72.8,0,2,1,161,"Fell"
"11171",11171,12.18,"Íbúðareign",82.3,0,2,1,5110,"Sauðárkrókur"
"11172",11172,37.72,"Einbýlishús",196,0,5,2,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"11173",11173,26.58,"Raðhús",129.2,0,4,1,6040,"Akureyri: Glerárhverfi"
"11174",11174,14.31,"Raðhús",80,0,2,1,6140,"Dalvík"
"11175",11175,8.75,"Íbúðareign",54.3,0,2,1,2050,"Keflavík"
"11176",11176,26.12,"Raðhús",120.6,0,3,1,2040,"Njarðvík"
"11177",11177,21.05,"Einbýlishús",143.5,0,4,3,2050,"Keflavík"
"11178",11178,18.9,"Íbúðareign",54.6,1,1,1,270,"Norðlingaholt"
"11179",11179,20.4,"Íbúðareign",100.2,0,3,1,150,"Seljahverfi"
"11180",11180,27.9,"Íbúðareign",106,1,3,1,180,"Grafarholt"
"11181",11181,19.56,"Íbúðareign",83.9,0,2,1,170,"Neðra-Breiðholt"
"11182",11182,17.8,"Íbúðareign",92.2,0,3,1,161,"Fell"
"11183",11183,31.26,"Íbúðareign",117.8,0,3,2,210,"Ártúnsholt/Höfðar"
"11184",11184,21.76,"Íbúðareign",72,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11185",11185,19.59,"Einbýlishús",117.4,0,3,1,8030,"Þorlákshöfn"
"11186",11186,26.92,"Raðhús",97.4,0,2,1,8010,"Selfoss"
"11187",11187,43.39,"Einbýlishús",177.2,0,4,1,8010,"Selfoss"
"11188",11188,85.46,"Íbúðareign",175.1,1,3,1,500,"Garðabær"
"11189",11189,29.02,"Íbúðareign",95.9,0,2,2,660,"Hafnarfjörður - Flensborg"
"11190",11190,17.47,"Parhús",174.7,0,4,1,7140,"Eskifjörður"
"11191",11191,23.99,"Íbúðareign",99,1,4,1,150,"Seljahverfi"
"11192",11192,27.05,"Íbúðareign",100,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11193",11193,63,"Einbýlishús",236.2,0,6,2,150,"Seljahverfi"
"11194",11194,25.5,"Íbúðareign",91.4,1,2,1,680,"Hafnarfjörður - Börð"
"11195",11195,20.86,"Íbúðareign",51.8,0,3,1,90,"Holt/Tún"
"11196",11196,15.93,"Íbúðareign",93.1,0,3,1,161,"Fell"
"11197",11197,29.35,"Íbúðareign",98.9,1,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11198",11198,10.48,"Raðhús",94.7,0,2,1,5010,"Hvammstangi"
"11199",11199,40.23,"Einbýlishús",210.9,0,9,2,6040,"Akureyri: Glerárhverfi"
"11200",11200,21.26,"Parhús",91.8,0,2,1,2040,"Njarðvík"
"11201",11201,23.09,"Parhús",116,0,3,1,2050,"Keflavík"
"11202",11202,20.79,"Íbúðareign",67,0,1,1,600,"Hafnarfjörður"
"11203",11203,17.46,"Íbúðareign",74.9,0,1,1,161,"Fell"
"11204",11204,32.88,"Íbúðareign",90.8,0,4,2,100,"Laugarneshverfi/Vogar"
"11205",11205,23.84,"Íbúðareign",83.4,0,2,2,90,"Holt/Tún"
"11206",11206,22.25,"Íbúðareign",54.4,0,1,1,91,"Háaleiti/Skeifa"
"11207",11207,14,"Íbúðareign",57.7,0,1,1,161,"Fell"
"11208",11208,42.8,"Íbúðareign",114,0,3,2,72,"Hagar/Melar vestan Hofsvallagötu"
"11209",11209,16.35,"Íbúðareign",58.5,0,1,1,70,"Melar: Að sjó"
"11210",11210,52.3,"Íbúðareign",137.3,0,2,2,72,"Hagar/Melar vestan Hofsvallagötu"
"11211",11211,16.95,"Íbúðareign",54.4,0,2,1,90,"Holt/Tún"
"11212",11212,21.79,"Íbúðareign",67.5,0,1,1,80,"Hlíðar"
"11213",11213,25.31,"Íbúðareign",68,1,1,1,85,"Kringlan"
"11214",11214,18.61,"Einbýlishús",117.7,0,3,2,8020,"Hveragerði"
"11215",11215,10.69,"Einbýlishús",124.2,0,3,3,8110,"Eyrarbakki"
"11216",11216,26.18,"Íbúðareign",63.7,1,1,1,511,"Garðabær: Akrahverfi"
"11217",11217,28.45,"Íbúðareign",121.6,0,4,1,600,"Hafnarfjörður"
"11218",11218,16.27,"Íbúðareign",44.8,1,1,1,600,"Hafnarfjörður"
"11219",11219,47.64,"Íbúðareign",114.5,1,2,1,320,"Kópavogur: Austurbær"
"11220",11220,23.11,"Íbúðareign",79.3,0,2,1,320,"Kópavogur: Austurbær"
"11221",11221,29.15,"Íbúðareign",96.4,1,3,1,350,"Kópavogur: Hvörf, Þing"
"11222",11222,54.57,"Raðhús",213.6,0,5,2,300,"Kópavogur: Vesturbær"
"11223",11223,31.83,"Íbúðareign",121.9,1,3,1,351,"Kópavogur: Kórar"
"11224",11224,26.29,"Einbýlishús",154,0,3,1,7110,"Egilsstaðir"
"11225",11225,25.53,"Íbúðareign",75.2,0,2,1,320,"Kópavogur: Austurbær"
"11226",11226,17.42,"Íbúðareign",57.9,0,1,1,284,"Bústaðahverfi"
"11227",11227,16.96,"Íbúðareign",69.9,0,1,1,281,"Réttarholt"
"11228",11228,27.95,"Íbúðareign",89.2,1,2,1,270,"Norðlingaholt"
"11229",11229,12.8,"Íbúðareign",55.2,0,1,1,160,"Hólar, Berg"
"11230",11230,24.03,"Íbúðareign",67.2,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"11231",11231,38.27,"Íbúðareign",105.1,0,2,2,85,"Kringlan"
"11232",11232,42.7,"Einbýlishús",137.1,0,4,2,281,"Réttarholt"
"11233",11233,36.5,"Íbúðareign",93.3,1,1,1,90,"Holt/Tún"
"11234",11234,24.47,"Íbúðareign",68.1,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"11235",11235,25.47,"Íbúðareign",75.8,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11236",11236,36.55,"Íbúðareign",87.5,2,2,1,80,"Hlíðar"
"11237",11237,20.36,"Íbúðareign",101.7,0,3,1,160,"Hólar, Berg"
"11238",11238,31.62,"Íbúðareign",110.5,0,2,2,220,"Selás"
"11239",11239,20.73,"Íbúðareign",61,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11240",11240,27.51,"Íbúðareign",96.9,0,2,2,72,"Hagar/Melar vestan Hofsvallagötu"
"11241",11241,23,"Íbúðareign",63,0,2,1,283,"Hvassaleiti"
"11242",11242,36.98,"Raðhús",252,0,7,2,150,"Seljahverfi"
"11243",11243,31.49,"Íbúðareign",99.5,0,3,1,70,"Melar: Að sjó"
"11244",11244,23.35,"Íbúðareign",100.2,0,3,1,150,"Seljahverfi"
"11245",11245,24.9,"Íbúðareign",69,0,2,1,70,"Melar: Að sjó"
"11246",11246,11.25,"Íbúðareign",65.2,0,1,1,2050,"Keflavík"
"11247",11247,9.63,"Íbúðareign",83.5,0,2,2,2050,"Keflavík"
"11248",11248,32.93,"Einbýlishús",168.7,0,5,1,700,"Garðarbær: Álftanes"
"11249",11249,15.14,"Íbúðareign",53.9,0,1,1,680,"Hafnarfjörður - Börð"
"11250",11250,32.76,"Íbúðareign",104.9,0,3,1,500,"Garðabær"
"11251",11251,27.97,"Raðhús",84.9,0,2,1,530,"Garðabær: Vestan Hraunholtsbrautar"
"11252",11252,19.8,"Íbúðareign",97.4,0,3,1,320,"Kópavogur: Austurbær"
"11253",11253,10.64,"Íbúðareign",37.4,0,1,1,320,"Kópavogur: Austurbær"
"11254",11254,14.83,"Íbúðareign",62.2,0,1,1,320,"Kópavogur: Austurbær"
"11255",11255,21.18,"Íbúðareign",92.5,0,2,1,150,"Seljahverfi"
"11256",11256,21.39,"Íbúðareign",51.2,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11257",11257,10.7,"Íbúðareign",50.7,0,1,1,161,"Fell"
"11258",11258,39.97,"Íbúðareign",139.1,0,4,1,400,"Seltjarnarnes"
"11259",11259,28.84,"Íbúðareign",95.6,0,3,1,283,"Hvassaleiti"
"11260",11260,19.63,"Íbúðareign",94.7,0,3,1,161,"Fell"
"11261",11261,27.5,"Íbúðareign",82.3,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"11262",11262,18.9,"Íbúðareign",51.2,0,1,1,280,"Fossvogur"
"11263",11263,38.37,"Raðhús",121.5,0,3,1,6030,"Akureyri: Efri brekka"
"11264",11264,8.5,"Parhús",151.9,0,4,1,6140,"Dalvík"
"11265",11265,32.11,"Raðhús",114.5,0,3,1,6080,"Akureyri: Giljahverfi"
"11266",11266,14.48,"Íbúðareign",79.5,0,2,1,6040,"Akureyri: Glerárhverfi"
"11267",11267,27.48,"Raðhús",106.2,0,3,1,6080,"Akureyri: Giljahverfi"
"11268",11268,16.28,"Einbýlishús",90.9,0,3,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"11269",11269,9.13,"Raðhús",164.8,0,3,2,6115,"Stór-Eyjafarðarsvæði"
"11270",11270,15.48,"Einbýlishús",107.3,0,4,1,8010,"Selfoss"
"11271",11271,25.97,"Parhús",116.6,0,3,1,8010,"Selfoss"
"11272",11272,20.2,"Íbúðareign",106.1,0,3,1,2040,"Njarðvík"
"11273",11273,7.98,"Íbúðareign",46.3,0,1,1,2050,"Keflavík"
"11274",11274,59.75,"Raðhús",219.5,0,4,1,511,"Garðabær: Akrahverfi"
"11275",11275,44.1,"Einbýlishús",128.6,0,4,1,500,"Garðabær"
"11276",11276,22.65,"Íbúðareign",61.5,1,1,1,160,"Hólar, Berg"
"11277",11277,13.15,"Íbúðareign",77.7,0,1,1,8010,"Selfoss"
"11278",11278,21.48,"Íbúðareign",73.5,0,2,1,630,"Hafnarfjörður - Vellir"
"11279",11279,18.66,"Raðhús",71.5,0,2,1,600,"Hafnarfjörður"
"11280",11280,50.52,"Íbúðareign",117.8,1,2,1,500,"Garðabær"
"11281",11281,73.79,"Íbúðareign",148.4,1,2,1,500,"Garðabær"
"11282",11282,28.45,"Íbúðareign",118.3,1,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11283",11283,38.29,"Íbúðareign",115.9,0,4,2,11,"Vesturbær: Vestan Bræðraborgarstígs"
"11284",11284,3.94,"Íbúðareign",79.2,0,2,1,4020,"Patreksfjörður"
"11285",11285,33.06,"Einbýlishús",145,0,4,1,6040,"Akureyri: Glerárhverfi"
"11286",11286,31.32,"Einbýlishús",111.4,0,3,1,6040,"Akureyri: Glerárhverfi"
"11287",11287,28.93,"Raðhús",150,0,5,1,6040,"Akureyri: Glerárhverfi"
"11288",11288,18.88,"Íbúðareign",72,0,1,1,6010,"Akureyri: Naustahverfi"
"11289",11289,23.49,"Íbúðareign",90.1,0,2,1,6010,"Akureyri: Naustahverfi"
"11290",11290,22.5,"Íbúðareign",117.9,0,5,1,8200,"Vestmannaeyjar"
"11291",11291,27.5,"Einbýlishús",157,0,4,1,8200,"Vestmannaeyjar"
"11292",11292,24,"Parhús",113.2,0,4,1,8200,"Vestmannaeyjar"
"11293",11293,27.05,"Parhús",114.2,0,2,2,2040,"Njarðvík"
"11294",11294,8.22,"Íbúðareign",75.9,0,2,1,6210,"Húsavík"
"11295",11295,14,"Íbúðareign",63,0,1,1,650,"Hafnarfjörður - Setberg"
"11296",11296,60.75,"Íbúðareign",111.9,1,2,1,400,"Seltjarnarnes"
"11297",11297,21.19,"Íbúðareign",82.8,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11298",11298,21.7,"Íbúðareign",86.1,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11299",11299,24.98,"Íbúðareign",95.7,0,2,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"11300",11300,38.25,"Íbúðareign",101.1,1,2,1,320,"Kópavogur: Austurbær"
"11301",11301,14.55,"Íbúðareign",36.9,0,0,1,320,"Kópavogur: Austurbær"
"11302",11302,53.25,"Íbúðareign",140.5,0,3,1,350,"Kópavogur: Hvörf, Þing"
"11303",11303,24.98,"Íbúðareign",75.6,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"11304",11304,25.96,"Íbúðareign",52.5,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11305",11305,22.99,"Íbúðareign",64.2,1,0,0,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11306",11306,34.73,"Íbúðareign",118.3,0,2,2,85,"Kringlan"
"11307",11307,20.95,"Íbúðareign",104.3,0,3,1,161,"Fell"
"11308",11308,36.25,"Íbúðareign",142,0,3,1,150,"Seljahverfi"
"11309",11309,23.38,"Íbúðareign",83.2,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11310",11310,42.03,"Einbýlishús",245.9,0,5,2,810,"Mosfellsbær: Teigar, Krikar"
"11311",11311,37.51,"Íbúðareign",119.7,0,4,2,70,"Melar: Að sjó"
"11312",11312,18.29,"Íbúðareign",42.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"11313",11313,17.5,"Raðhús",82,0,2,1,6040,"Akureyri: Glerárhverfi"
"11314",11314,18,"Íbúðareign",65.5,0,5,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"11315",11315,9.78,"Íbúðareign",68.4,0,0,0,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"11316",11316,8.59,"Íbúðareign",42.6,0,1,1,6030,"Akureyri: Efri brekka"
"11317",11317,28.4,"Íbúðareign",106.6,0,3,1,6010,"Akureyri: Naustahverfi"
"11318",11318,27,"Einbýlishús",128.8,0,4,1,8060,"Reykholt"
"11319",11319,5.73,"Íbúðareign",59.9,0,1,1,2050,"Keflavík"
"11320",11320,24.48,"Einbýlishús",157.3,0,4,1,2010,"Vogar"
"11321",11321,24.88,"Raðhús",112.5,0,4,1,2050,"Keflavík"
"11322",11322,8.95,"Íbúðareign",80.4,0,2,1,2060,"Grindavík"
"11323",11323,49.5,"Einbýlishús",210,0,5,2,2050,"Keflavík"
"11324",11324,10.77,"Einbýlishús",148.7,0,4,2,2030,"Garður"
"11325",11325,10.1,"Íbúðareign",69.1,0,1,1,2050,"Keflavík"
"11326",11326,60.65,"Einbýlishús",193.2,0,4,1,640,"Hafnarfjörður - Ásland"
"11327",11327,27.33,"Íbúðareign",103,0,3,1,640,"Hafnarfjörður - Ásland"
"11328",11328,38,"Íbúðareign",117.4,1,2,1,510,"Garðabær: Sjáland"
"11329",11329,45.54,"Íbúðareign",117.8,1,2,1,500,"Garðabær"
"11330",11330,53.07,"Íbúðareign",129.4,1,3,1,500,"Garðabær"
"11331",11331,55.96,"Íbúðareign",129,1,3,1,500,"Garðabær"
"11332",11332,33.94,"Íbúðareign",90.8,1,2,1,510,"Garðabær: Sjáland"
"11333",11333,23.67,"Íbúðareign",102.7,0,2,2,600,"Hafnarfjörður"
"11334",11334,26.99,"Íbúðareign",90,0,2,1,340,"Kópavogur: Lindir, Salir"
"11335",11335,13.87,"Íbúðareign",49.8,0,1,1,320,"Kópavogur: Austurbær"
"11336",11336,26.64,"Íbúðareign",91.7,0,2,1,340,"Kópavogur: Lindir, Salir"
"11337",11337,53.22,"Raðhús",166.3,0,6,2,330,"Kópavogur: Hjallar, Smárar"
"11338",11338,28.43,"Íbúðareign",89.8,1,2,1,330,"Kópavogur: Hjallar, Smárar"
"11339",11339,37.42,"Íbúðareign",102,1,2,1,340,"Kópavogur: Lindir, Salir"
"11340",11340,34.96,"Íbúðareign",102,1,2,1,340,"Kópavogur: Lindir, Salir"
"11341",11341,25.6,"Einbýlishús",173.7,0,4,1,2040,"Njarðvík"
"11342",11342,22.15,"Íbúðareign",80.5,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11343",11343,27.98,"Íbúðareign",77,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"11344",11344,34.97,"Íbúðareign",121.4,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
