"","X1","nuvirdi","teg_eign","ibm2","fjbilsk","fjherb","fjstof","matssvaedi","nafn_baer"
"1",1,16.4,"Íbúðareign",57.7,0,1,1,161,"Fell"
"2",2,27.87,"Íbúðareign",72.8,1,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"3",3,34.59,"Íbúðareign",116.8,0,3,1,700,"Garðarbær: Álftanes"
"4",4,21.2,"Einbýlishús",106.8,0,2,1,3000,"Akranes"
"5",5,24.24,"Íbúðareign",96,0,3,1,620,"Hafarfjörður: Hvaleyrarholt"
"6",6,21.2,"Íbúðareign",102.1,0,2,1,5110,"Sauðárkrókur"
"7",7,47.33,"Einbýlishús",205.4,0,5,2,290,"Kjalarnes"
"8",8,11.55,"Íbúðareign",43.2,0,1,1,100,"Laugarneshverfi/Vogar"
"9",9,12.41,"Einbýlishús",135,0,5,1,2050,"Keflavík"
"10",10,25.18,"Íbúðareign",96.2,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"11",11,28.26,"Einbýlishús",234.9,0,5,1,3000,"Akranes"
"12",12,23.2,"Íbúðareign",89.3,0,2,1,6030,"Akureyri: Efri brekka"
"13",13,22.51,"Raðhús",125.9,0,3,1,2040,"Njarðvík"
"14",14,25.25,"Íbúðareign",100.3,1,1,1,510,"Garðabær: Sjáland"
"15",15,21.18,"Íbúðareign",125.4,0,3,2,680,"Hafnarfjörður - Börð"
"16",16,25.69,"Íbúðareign",103.3,0,3,1,340,"Kópavogur: Lindir, Salir"
"17",17,35.41,"Íbúðareign",103.9,1,2,1,320,"Kópavogur: Austurbær"
"18",18,60.69,"Einbýlishús",201,0,4,1,340,"Kópavogur: Lindir, Salir"
"19",19,86.33,"Einbýlishús",316.8,0,5,1,351,"Kópavogur: Kórar"
"20",20,25.45,"Íbúðareign",87,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"21",21,30.39,"Íbúðareign",110.6,1,2,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"22",22,17.49,"Íbúðareign",51.7,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"23",23,10.08,"Íbúðareign",60.6,0,1,1,6040,"Akureyri: Glerárhverfi"
"24",24,9.82,"Íbúðareign",56.7,0,1,1,6040,"Akureyri: Glerárhverfi"
"25",25,12.96,"Íbúðareign",88.3,0,3,1,6040,"Akureyri: Glerárhverfi"
"26",26,43.26,"Einbýlishús",155,0,4,1,600,"Hafnarfjörður"
"27",27,20,"Íbúðareign",73.4,0,1,1,600,"Hafnarfjörður"
"28",28,22.36,"Íbúðareign",94.4,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"29",29,25.2,"Íbúðareign",87,1,2,1,340,"Kópavogur: Lindir, Salir"
"30",30,17.27,"Íbúðareign",53.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"31",31,21.3,"Íbúðareign",82.3,0,2,1,180,"Grafarholt"
"32",32,25.74,"Íbúðareign",90.2,0,3,2,280,"Fossvogur"
"33",33,21.47,"Íbúðareign",80.8,0,1,2,90,"Holt/Tún"
"34",34,28.8,"Raðhús",125.4,0,4,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"35",35,58.08,"Íbúðareign",178.3,2,2,1,90,"Holt/Tún"
"36",36,33.49,"Íbúðareign",100.3,1,1,1,510,"Garðabær: Sjáland"
"37",37,39.48,"Parhús",163.5,0,4,1,640,"Hafnarfjörður - Ásland"
"38",38,57.18,"Íbúðareign",150.6,1,3,1,320,"Kópavogur: Austurbær"
"39",39,20.73,"Íbúðareign",86.3,0,2,1,340,"Kópavogur: Lindir, Salir"
"40",40,22.37,"Íbúðareign",95.1,0,2,1,340,"Kópavogur: Lindir, Salir"
"41",41,10.47,"Íbúðareign",60.4,0,1,1,330,"Kópavogur: Hjallar, Smárar"
"42",42,15.45,"Íbúðareign",78.4,0,2,1,320,"Kópavogur: Austurbær"
"43",43,13.48,"Íbúðareign",72.2,0,2,1,161,"Fell"
"44",44,17.91,"Íbúðareign",92.2,0,2,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"45",45,7.76,"Einbýlishús",97.3,0,3,0,6030,"Akureyri: Efri brekka"
"46",46,29.19,"Íbúðareign",132.5,0,2,2,283,"Hvassaleiti"
"47",47,45.95,"Íbúðareign",155,0,4,2,80,"Hlíðar"
"48",48,21.16,"Íbúðareign",88.4,1,2,1,120,"Grafarvogur: Hamrar, Foldir, Hús"
"49",49,17.67,"Íbúðareign",92,0,2,2,200,"Árbær"
"50",50,16.48,"Íbúðareign",59.8,0,1,1,90,"Holt/Tún"
"51",51,17.96,"Íbúðareign",87.6,0,2,1,100,"Laugarneshverfi/Vogar"
"52",52,32.23,"Íbúðareign",101.6,2,1,2,75,"Skerjafjörður"
"53",53,9.9,"Einbýlishús",77.3,0,3,1,2050,"Keflavík"
"54",54,16.46,"Íbúðareign",61.1,0,1,1,500,"Garðabær"
"55",55,51.03,"Einbýlishús",185.5,0,3,2,630,"Hafnarfjörður - Vellir"
"56",56,13.75,"Íbúðareign",64.9,0,1,1,600,"Hafnarfjörður"
"57",57,23.89,"Íbúðareign",102.5,0,3,1,91,"Háaleiti/Skeifa"
"58",58,24.7,"Íbúðareign",100.2,1,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"59",59,18.5,"Íbúðareign",90,0,2,1,6080,"Akureyri: Giljahverfi"
"60",60,28.18,"Einbýlishús",170.6,0,3,1,8020,"Hveragerði"
"61",61,24.97,"Íbúðareign",109.8,1,2,1,810,"Mosfellsbær: Teigar, Krikar"
"62",62,18.79,"Íbúðareign",53.2,0,1,2,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"63",63,19,"Íbúðareign",83.3,0,2,1,6010,"Akureyri: Naustahverfi"
"64",64,19.77,"Íbúðareign",97,0,2,1,6010,"Akureyri: Naustahverfi"
"65",65,30.44,"Parhús",99.4,0,3,1,700,"Garðarbær: Álftanes"
"66",66,24.07,"Íbúðareign",88.8,0,2,1,640,"Hafnarfjörður - Ásland"
"67",67,30.3,"Íbúðareign",98.2,1,2,1,511,"Garðabær: Akrahverfi"
"68",68,30.9,"Íbúðareign",127.3,1,3,1,351,"Kópavogur: Kórar"
"69",69,66.17,"Einbýlishús",184.9,0,3,2,180,"Grafarholt"
"70",70,14.6,"Íbúðareign",64.1,0,1,1,170,"Neðra-Breiðholt"
"71",71,32.64,"Íbúðareign",121.6,0,3,1,210,"Ártúnsholt/Höfðar"
"72",72,15.55,"Íbúðareign",64.4,0,1,2,150,"Seljahverfi"
"73",73,21.5,"Íbúðareign",100.8,0,3,1,100,"Laugarneshverfi/Vogar"
"74",74,13.19,"Íbúðareign",51.2,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"75",75,13.99,"Íbúðareign",65,0,1,1,600,"Hafnarfjörður"
"76",76,18.59,"Íbúðareign",118.4,0,3,1,620,"Hafarfjörður: Hvaleyrarholt"
"77",77,57.26,"Einbýlishús",267.7,0,8,2,320,"Kópavogur: Austurbær"
"78",78,59.48,"Einbýlishús",183.9,0,5,2,300,"Kópavogur: Vesturbær"
"79",79,20.65,"Einbýlishús",179,0,4,1,7140,"Eskifjörður"
"80",80,114.79,"Einbýlishús",269.8,0,6,2,72,"Hagar/Melar vestan Hofsvallagötu"
"81",81,28.16,"Íbúðareign",116.6,0,4,1,100,"Laugarneshverfi/Vogar"
"82",82,14.81,"Íbúðareign",71.4,1,2,1,160,"Hólar, Berg"
"83",83,22.42,"Raðhús",115.3,0,3,1,2040,"Njarðvík"
"84",84,24.38,"Íbúðareign",114.2,0,4,1,680,"Hafnarfjörður - Börð"
"85",85,25.99,"Íbúðareign",97.7,0,2,1,680,"Hafnarfjörður - Börð"
"86",86,16.97,"Íbúðareign",51.7,0,1,1,600,"Hafnarfjörður"
"87",87,21.17,"Íbúðareign",64,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"88",88,20.59,"Íbúðareign",68.1,0,2,1,91,"Háaleiti/Skeifa"
"89",89,27.9,"Einbýlishús",144.3,0,6,2,600,"Hafnarfjörður"
"90",90,34.79,"Íbúðareign",114.7,0,3,1,70,"Melar: Að sjó"
"91",91,23.47,"Íbúðareign",89.1,0,2,1,110,"Bryggjuhverfi"
"92",92,33.71,"Íbúðareign",120.2,1,3,1,640,"Hafnarfjörður - Ásland"
"93",93,16.98,"Íbúðareign",82,1,1,1,270,"Norðlingaholt"
"94",94,14.21,"Íbúðareign",129.9,0,3,1,3000,"Akranes"
"95",95,18,"Íbúðareign",82.5,1,2,1,6080,"Akureyri: Giljahverfi"
"96",96,50.56,"Einbýlishús",240.5,0,5,1,6030,"Akureyri: Efri brekka"
"97",97,16.5,"Íbúðareign",84.1,0,2,1,600,"Hafnarfjörður"
"98",98,36.46,"Íbúðareign",106.2,1,2,1,320,"Kópavogur: Austurbær"
"99",99,49.94,"Raðhús",189,0,4,2,350,"Kópavogur: Hvörf, Þing"
"100",100,34.59,"Íbúðareign",103.5,1,2,1,320,"Kópavogur: Austurbær"
"101",101,24.12,"Íbúðareign",104.7,0,3,1,330,"Kópavogur: Hjallar, Smárar"
"102",102,24.99,"Raðhús",94,0,3,1,800,"Mosfellsbær"
"103",103,28.18,"Íbúðareign",117.1,0,2,1,140,"Grafarvogur: Staðir"
"104",104,28.46,"Íbúðareign",117.9,1,3,1,180,"Grafarholt"
"105",105,27.95,"Íbúðareign",100.4,1,2,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"106",106,19.7,"Íbúðareign",101.6,0,3,2,160,"Hólar, Berg"
"107",107,10.21,"Einbýlishús",105.1,0,4,1,4020,"Patreksfjörður"
"108",108,37.23,"Íbúðareign",151.8,0,5,1,600,"Hafnarfjörður"
"109",109,45.77,"Einbýlishús",202,0,5,2,700,"Garðarbær: Álftanes"
"110",110,43.98,"Einbýlishús",187.3,0,4,1,630,"Hafnarfjörður - Vellir"
"111",111,28.49,"Íbúðareign",99.2,1,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"112",112,47.32,"Íbúðareign",150,0,3,3,90,"Holt/Tún"
"113",113,24.18,"Íbúðareign",100.7,0,3,1,281,"Réttarholt"
"114",114,26.39,"Íbúðareign",88.3,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"115",115,4.99,"Einbýlishús",206.3,0,6,1,4055,"Vesturbyggð"
"116",116,27.59,"Einbýlishús",142.2,0,4,1,2050,"Keflavík"
"117",117,18.39,"Einbýlishús",112.8,0,4,1,2020,"Sandgerði"
"118",118,16.43,"Íbúðareign",87.2,0,2,1,2040,"Njarðvík"
"119",119,25.92,"Einbýlishús",139.6,0,4,1,2030,"Garður"
"120",120,22.48,"Íbúðareign",73.3,0,1,1,80,"Hlíðar"
"121",121,16.67,"Íbúðareign",64.3,0,2,1,160,"Hólar, Berg"
"122",122,27.93,"Íbúðareign",112.9,0,3,2,200,"Árbær"
"123",123,11,"Einbýlishús",122.3,0,4,1,4140,"Bolungarvík"
"124",124,19.55,"Íbúðareign",72.9,0,2,1,600,"Hafnarfjörður"
"125",125,13.42,"Íbúðareign",63.1,0,1,1,650,"Hafnarfjörður - Setberg"
"126",126,45.6,"Einbýlishús",211,0,5,2,320,"Kópavogur: Austurbær"
"127",127,40.42,"Einbýlishús",132.2,0,3,1,500,"Garðabær"
"128",128,35.33,"Íbúðareign",168.5,0,2,1,300,"Kópavogur: Vesturbær"
"129",129,17.66,"Einbýlishús",89.8,0,3,1,7100,"Fellabær"
"130",130,24.57,"Íbúðareign",100.4,0,2,2,91,"Háaleiti/Skeifa"
"131",131,31.66,"Íbúðareign",81.4,1,2,1,280,"Fossvogur"
"132",132,14.49,"Íbúðareign",58.3,0,1,1,170,"Neðra-Breiðholt"
"133",133,10.17,"Raðhús",99.8,0,3,1,6070,"Árskógssandur/Hauganes"
"134",134,21.96,"Íbúðareign",103.5,0,3,1,600,"Hafnarfjörður"
"135",135,31.09,"Íbúðareign",111,1,2,1,600,"Hafnarfjörður"
"136",136,41.31,"Íbúðareign",96.4,0,1,3,31,"Miðbær: Suður-Þingholt"
"137",137,65.81,"Einbýlishús",283.7,0,6,4,283,"Hvassaleiti"
"138",138,15.8,"Íbúðareign",75.4,0,2,1,100,"Laugarneshverfi/Vogar"
"139",139,22.74,"Íbúðareign",75.6,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"140",140,16.6,"Íbúðareign",106.4,0,3,1,6030,"Akureyri: Efri brekka"
"141",141,15.25,"Íbúðareign",97,0,3,1,6030,"Akureyri: Efri brekka"
"142",142,29.44,"Parhús",118.5,0,3,1,2040,"Njarðvík"
"143",143,20.5,"Raðhús",134.6,0,3,1,2050,"Keflavík"
"144",144,32.16,"Raðhús",106.5,0,3,1,6040,"Akureyri: Glerárhverfi"
"145",145,22.92,"Íbúðareign",99.4,0,2,1,6010,"Akureyri: Naustahverfi"
"146",146,11,"Íbúðareign",56.9,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"147",147,23.19,"Íbúðareign",81.6,0,3,1,280,"Fossvogur"
"148",148,27.82,"Íbúðareign",124.3,0,4,1,80,"Hlíðar"
"149",149,10.49,"Íbúðareign",48.6,0,2,1,72,"Hagar/Melar vestan Hofsvallagötu"
"150",150,25.12,"Íbúðareign",81.7,0,3,1,70,"Melar: Að sjó"
"151",151,18.47,"Íbúðareign",72.7,0,2,1,80,"Hlíðar"
"152",152,17.49,"Íbúðareign",55.7,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"153",153,17.17,"Íbúðareign",68,0,2,1,91,"Háaleiti/Skeifa"
"154",154,48.98,"Raðhús",180.1,0,3,2,280,"Fossvogur"
"155",155,29.99,"Íbúðareign",100,0,2,2,85,"Kringlan"
"156",156,9.49,"Íbúðareign",42.6,0,1,1,600,"Hafnarfjörður"
"157",157,37.28,"Einbýlishús",114.7,0,3,2,75,"Skerjafjörður"
"158",158,35.88,"Einbýlishús",190.6,0,3,2,100,"Laugarneshverfi/Vogar"
"159",159,43.1,"Einbýlishús",142,0,5,2,800,"Mosfellsbær"
"160",160,8.72,"Einbýlishús",108.1,0,4,1,4140,"Bolungarvík"
"161",161,6.72,"Íbúðareign",82,0,2,1,4140,"Bolungarvík"
"162",162,16.8,"Íbúðareign",73.7,0,2,1,320,"Kópavogur: Austurbær"
"163",163,25.97,"Íbúðareign",90.6,1,2,1,340,"Kópavogur: Lindir, Salir"
"164",164,35.4,"Íbúðareign",152.1,0,4,1,330,"Kópavogur: Hjallar, Smárar"
"165",165,7.89,"Parhús",69.4,0,1,1,7210,"Höfn"
"166",166,21.27,"Íbúðareign",96.6,0,2,2,120,"Grafarvogur: Hamrar, Foldir, Hús"
"167",167,24.19,"Íbúðareign",127.5,0,3,2,840,"Mosfellsbær: Höfðar, Hlíðar"
"168",168,17.41,"Íbúðareign",56.8,0,1,1,70,"Melar: Að sjó"
"169",169,16.86,"Íbúðareign",66.3,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"170",170,17.2,"Íbúðareign",72.7,0,2,1,320,"Kópavogur: Austurbær"
"171",171,14.99,"Íbúðareign",46.2,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"172",172,31.48,"Íbúðareign",91.9,0,1,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"173",173,7.6,"Íbúðareign",65.9,0,2,1,2040,"Njarðvík"
"174",174,17,"Íbúðareign",88.6,0,2,1,100,"Laugarneshverfi/Vogar"
"175",175,16.05,"Íbúðareign",51.2,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"176",176,20.26,"Íbúðareign",86.2,0,4,1,100,"Laugarneshverfi/Vogar"
"177",177,17.79,"Íbúðareign",66.3,0,3,1,100,"Laugarneshverfi/Vogar"
"178",178,25.34,"Íbúðareign",86.9,0,2,2,70,"Melar: Að sjó"
"179",179,17.49,"Íbúðareign",60.3,0,1,1,100,"Laugarneshverfi/Vogar"
"180",180,21.82,"Íbúðareign",101.7,0,3,1,80,"Hlíðar"
"181",181,19.38,"Íbúðareign",87.6,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"182",182,22.86,"Íbúðareign",93.8,0,2,1,100,"Laugarneshverfi/Vogar"
"183",183,12.5,"Íbúðareign",49.6,0,1,1,90,"Holt/Tún"
"184",184,40.95,"Parhús",117.7,0,2,2,810,"Mosfellsbær: Teigar, Krikar"
"185",185,37.1,"Raðhús",191.2,0,5,2,170,"Neðra-Breiðholt"
"186",186,22.14,"Raðhús",112.2,0,4,1,600,"Hafnarfjörður"
"187",187,15.96,"Íbúðareign",69.5,0,1,1,700,"Garðarbær: Álftanes"
"188",188,17.93,"Íbúðareign",63.4,0,1,1,600,"Hafnarfjörður"
"189",189,20,"Íbúðareign",83,0,2,1,100,"Laugarneshverfi/Vogar"
"190",190,36.42,"Íbúðareign",139.9,0,3,2,80,"Hlíðar"
"191",191,24.37,"Íbúðareign",89,0,1,2,90,"Holt/Tún"
"192",192,17.04,"Íbúðareign",61.9,0,1,1,400,"Seltjarnarnes"
"193",193,31.17,"Íbúðareign",97.5,1,2,1,90,"Holt/Tún"
"194",194,34.56,"Íbúðareign",85.3,1,2,1,281,"Réttarholt"
"195",195,25.12,"Íbúðareign",94.3,0,3,1,72,"Hagar/Melar vestan Hofsvallagötu"
"196",196,19.63,"Einbýlishús",137.7,0,3,1,3015,"Hvalfjarðarsvæði"
"197",197,14.25,"Íbúðareign",78.1,0,2,1,320,"Kópavogur: Austurbær"
"198",198,10.09,"Einbýlishús",136.9,0,3,1,7035,"Fljótsdalssvæði"
"199",199,12.56,"Íbúðareign",55.6,0,1,1,72,"Hagar/Melar vestan Hofsvallagötu"
"200",200,15.01,"Íbúðareign",83.2,0,3,1,170,"Neðra-Breiðholt"
"201",201,27.82,"Íbúðareign",107,1,3,1,140,"Grafarvogur: Staðir"
"202",202,20.82,"Íbúðareign",81.2,0,3,1,280,"Fossvogur"
"203",203,27.15,"Íbúðareign",114,1,4,1,72,"Hagar/Melar vestan Hofsvallagötu"
"204",204,21.03,"Íbúðareign",73,0,1,1,520,"Garðabær: Ásar"
"205",205,45.46,"Einbýlishús",153.7,0,3,2,650,"Hafnarfjörður - Setberg"
"206",206,41.51,"Raðhús",184.7,0,4,1,300,"Kópavogur: Vesturbær"
"207",207,38.19,"Íbúðareign",135.9,1,2,1,350,"Kópavogur: Hvörf, Þing"
"208",208,26.89,"Íbúðareign",111.5,0,2,2,350,"Kópavogur: Hvörf, Þing"
"209",209,25.4,"Íbúðareign",79.8,0,3,2,340,"Kópavogur: Lindir, Salir"
"210",210,28.33,"Íbúðareign",118.3,2,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"211",211,23.6,"Íbúðareign",103.2,1,3,1,630,"Hafnarfjörður - Vellir"
"212",212,20.08,"Íbúðareign",74,0,2,1,160,"Hólar, Berg"
"213",213,16.02,"Íbúðareign",64.7,0,2,1,91,"Háaleiti/Skeifa"
"214",214,26.48,"Íbúðareign",110.4,0,4,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"215",215,39.78,"Einbýlishús",139.1,0,3,3,120,"Grafarvogur: Hamrar, Foldir, Hús"
"216",216,31.99,"Íbúðareign",86,1,2,1,280,"Fossvogur"
"217",217,17.18,"Íbúðareign",62.4,0,1,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"218",218,37.36,"Raðhús",157.6,0,1,2,330,"Kópavogur: Hjallar, Smárar"
"219",219,24.36,"Íbúðareign",101.5,1,2,1,330,"Kópavogur: Hjallar, Smárar"
"220",220,23.57,"Íbúðareign",80.2,0,2,1,320,"Kópavogur: Austurbær"
"221",221,11.26,"Íbúðareign",102.5,0,3,1,7140,"Eskifjörður"
"222",222,14.82,"Íbúðareign",48.4,0,2,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"223",223,19.75,"Íbúðareign",102.1,0,3,1,6080,"Akureyri: Giljahverfi"
"224",224,25.45,"Einbýlishús",161.9,0,5,1,6040,"Akureyri: Glerárhverfi"
"225",225,23.11,"Raðhús",147.4,0,5,1,6030,"Akureyri: Efri brekka"
"226",226,34.01,"Raðhús",187.4,0,5,1,6040,"Akureyri: Glerárhverfi"
"227",227,17.53,"Íbúðareign",83.7,0,2,1,6080,"Akureyri: Giljahverfi"
"228",228,8.23,"Íbúðareign",72.2,0,2,1,6140,"Dalvík"
"229",229,7.97,"Íbúðareign",78,0,2,1,6140,"Dalvík"
"230",230,20.83,"Einbýlishús",104,0,3,1,8200,"Vestmannaeyjar"
"231",231,12.5,"Íbúðareign",79.7,0,2,1,8200,"Vestmannaeyjar"
"232",232,23.8,"Íbúðareign",63.7,1,1,1,511,"Garðabær: Akrahverfi"
"233",233,44.64,"Raðhús",163.3,0,3,2,180,"Grafarholt"
"234",234,21.86,"Íbúðareign",87,1,2,1,180,"Grafarholt"
"235",235,21.13,"Íbúðareign",86.6,0,2,2,90,"Holt/Tún"
"236",236,14.79,"Íbúðareign",50.3,0,1,1,400,"Seltjarnarnes"
"237",237,23,"Íbúðareign",152.6,0,3,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"238",238,17.64,"Íbúðareign",100.8,0,2,1,2050,"Keflavík"
"239",239,26.53,"Einbýlishús",145.4,0,4,1,2050,"Keflavík"
"240",240,26.57,"Íbúðareign",125,0,3,2,620,"Hafarfjörður: Hvaleyrarholt"
"241",241,14.49,"Íbúðareign",64,0,1,1,320,"Kópavogur: Austurbær"
"242",242,20.62,"Íbúðareign",81.4,1,2,1,350,"Kópavogur: Hvörf, Þing"
"243",243,14.9,"Íbúðareign",78.1,0,2,1,320,"Kópavogur: Austurbær"
"244",244,16.87,"Íbúðareign",48.1,0,1,1,20,"Miðbær: Frá Tjörn að Snorrabraut"
"245",245,23.89,"Íbúðareign",121.4,0,2,3,100,"Laugarneshverfi/Vogar"
"246",246,18.86,"Íbúðareign",76.7,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"247",247,25.61,"Íbúðareign",110.6,0,3,1,80,"Hlíðar"
"248",248,17.38,"Íbúðareign",66.9,0,3,1,100,"Laugarneshverfi/Vogar"
"249",249,23.52,"Íbúðareign",88.7,0,2,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"250",250,16.39,"Íbúðareign",84.5,0,2,1,600,"Hafnarfjörður"
"251",251,33.11,"Íbúðareign",120.5,0,3,1,520,"Garðabær: Ásar"
"252",252,47.89,"Einbýlishús",140.5,0,7,1,500,"Garðabær"
"253",253,32.67,"Íbúðareign",120.4,1,3,1,511,"Garðabær: Akrahverfi"
"254",254,14.15,"Íbúðareign",51.4,0,1,1,600,"Hafnarfjörður"
"255",255,5.5,"Íbúðareign",80.4,0,2,1,4170,"Þingeyri"
"256",256,13.32,"Íbúðareign",85.7,0,2,1,2040,"Njarðvík"
"257",257,31.89,"Raðhús",165.4,0,3,2,630,"Hafnarfjörður - Vellir"
"258",258,26.82,"Íbúðareign",106.4,1,4,1,72,"Hagar/Melar vestan Hofsvallagötu"
"259",259,17.96,"Íbúðareign",83,0,2,1,220,"Selás"
"260",260,25.24,"Íbúðareign",96.9,0,3,1,640,"Hafnarfjörður - Ásland"
"261",261,43.27,"Einbýlishús",143.3,0,4,1,600,"Hafnarfjörður"
"262",262,18.67,"Íbúðareign",76.3,0,1,1,330,"Kópavogur: Hjallar, Smárar"
"263",263,22.07,"Íbúðareign",87.4,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"264",264,25.7,"Íbúðareign",99.3,0,2,1,340,"Kópavogur: Lindir, Salir"
"265",265,21.44,"Íbúðareign",96.8,0,3,1,100,"Laugarneshverfi/Vogar"
"266",266,32.4,"Íbúðareign",141.4,0,4,1,85,"Kringlan"
"267",267,64.67,"Parhús",235.8,0,6,2,400,"Seltjarnarnes"
"268",268,43.14,"Íbúðareign",154.3,0,3,2,80,"Hlíðar"
"269",269,22.54,"Einbýlishús",151.8,0,4,1,7210,"Höfn"
"270",270,9.84,"Íbúðareign",45.5,0,1,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"271",271,14.52,"Einbýlishús",65.9,0,3,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"272",272,25.95,"Einbýlishús",133.8,0,3,1,2050,"Keflavík"
"273",273,25.97,"Íbúðareign",117.3,0,3,1,91,"Háaleiti/Skeifa"
"274",274,6.73,"Parhús",107,0,3,1,7020,"Vopnafjörður"
"275",275,29.24,"Íbúðareign",157.4,1,4,1,283,"Hvassaleiti"
"276",276,16.26,"Íbúðareign",60.2,0,2,1,25,"Miðbær: Frá Bræðraborgarstíg að Tjörn"
"277",277,23.1,"Íbúðareign",110.8,1,3,1,180,"Grafarholt"
"278",278,16.57,"Íbúðareign",76,0,2,1,170,"Neðra-Breiðholt"
"279",279,23.46,"Íbúðareign",77.5,0,2,1,281,"Réttarholt"
"280",280,44.02,"Raðhús",179.1,0,3,1,130,"Grafarvogur: Rimar, Engi, Víkur, Borgir"
"281",281,17.48,"Íbúðareign",89.4,0,3,1,170,"Neðra-Breiðholt"
"282",282,41.39,"Raðhús",157.1,0,4,1,800,"Mosfellsbær"
"283",283,35.27,"Raðhús",149.5,0,4,2,840,"Mosfellsbær: Höfðar, Hlíðar"
"284",284,21.59,"Íbúðareign",90,0,3,1,840,"Mosfellsbær: Höfðar, Hlíðar"
"285",285,14.14,"Íbúðareign",93.1,0,2,1,3000,"Akranes"
"286",286,17.91,"Íbúðareign",81.2,0,2,1,281,"Réttarholt"
"287",287,16.5,"Íbúðareign",60.4,0,2,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"288",288,12.98,"Íbúðareign",49,0,3,1,281,"Réttarholt"
"289",289,21.43,"Íbúðareign",103.6,0,3,3,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"290",290,9.18,"Íbúðareign",53.3,0,1,1,6030,"Akureyri: Efri brekka"
"291",291,25.47,"Íbúðareign",99.7,0,2,1,640,"Hafnarfjörður - Ásland"
"292",292,19.38,"Íbúðareign",56.2,1,2,1,11,"Vesturbær: Vestan Bræðraborgarstígs"
"293",293,18,"Íbúðareign",110.6,0,3,1,170,"Neðra-Breiðholt"
"294",294,23.88,"Íbúðareign",116.8,0,3,1,700,"Garðarbær: Álftanes"
"295",295,13.09,"Einbýlishús",209.9,0,5,2,7020,"Vopnafjörður"
"296",296,20.22,"Íbúðareign",87.2,0,2,1,700,"Garðarbær: Álftanes"
"297",297,22.55,"Íbúðareign",68.8,0,2,1,90,"Holt/Tún"
"298",298,16.98,"Íbúðareign",91.3,0,1,1,320,"Kópavogur: Austurbær"
"299",299,22.54,"Íbúðareign",73,1,2,1,340,"Kópavogur: Lindir, Salir"
"300",300,26.39,"Íbúðareign",115.1,0,5,1,680,"Hafnarfjörður - Börð"
"301",301,13.5,"Íbúðareign",46.2,0,1,1,100,"Laugarneshverfi/Vogar"
"302",302,34.95,"Íbúðareign",129.4,0,3,1,100,"Laugarneshverfi/Vogar"
"303",303,8.88,"Íbúðareign",43.4,0,1,1,6020,"Akureyri: Neðri brekka, Eyri, innbær"
"304",304,8.3,"Íbúðareign",26.7,0,0,1,72,"Hagar/Melar vestan Hofsvallagötu"
"305",305,22.48,"Einbýlishús",81.5,0,2,1,282,"Blesugróf"
"306",306,20.11,"Íbúðareign",87.4,0,2,1,330,"Kópavogur: Hjallar, Smárar"
"307",307,16.63,"Íbúðareign",62.7,0,1,1,350,"Kópavogur: Hvörf, Þing"
"308",308,50.99,"Raðhús",181.7,0,4,2,280,"Fossvogur"
"309",309,20.9,"Íbúðareign",101.9,0,3,1,630,"Hafnarfjörður - Vellir"
