"";"User_Id";"dataset";"intervnrday";"mode";"elecdist";"geoarea";"urban";"polintr";"pltrust";"mipmtaskprt";"medtime";"medium";"pidsupport1";"prtcls";"pidsupport3";"voteimp";"civicvote";"pltscrp";"govprfm";"govprfmCov";"ecobettwors_1";"Eumship";"envirimp";"gincdif";"taxreduc";"capicntry";"ceqvote";"privhealth";"imueclt";"essfull";"prnsoci";"sevpun";"femfight";"genconsind";"acrproimp";"drugpol";"femequal";"referendcha";"prtfeel_FF";"prtfeel_B";"prtfeel_M";"prtfeel_P";"prtfeel_S";"prtfeel_D";"prtfeel_C";"prtfeel_V";"prtfeel_J";"ldrfeel_IS";"ldrfeel_SIJ";"ldrfeel_SDG";"ldrfeel_HM";"ldrfeel_LE";"ldrfeel_BB";"ldrfeel_TKG";"ldrfeel_KJ";"ldrfeel_GSE";"lrscale_FF";"lrscale_B";"lrscale_M";"lrscale_P";"lrscale_S";"lrscale_D";"lrscale_C";"lrscale_V";"lrscale_J";"lrscale";"democr";"pidclose1";"pidsymp1";"pidsymp3";"prthwcls";"mmbprt_0";"mmbprt_O";"mmbprt_Y";"mmbprt_F";"mmbprt_B";"mmbprt_J";"mmbprt_M";"mmbprt_P";"mmbprt_S";"mmbprt_D";"mmbprt_C";"mmbprt_V";"vote21";"votesat";"nvotesat";"votevar";"votefair";"hldecvote";"fvote17";"bprteco";"bprtimm";"bprteurope";"bprtfamily";"bprtisencit";"bprthealth";"bprtenvir";"bprtregpol";"bprtedu";"bprtequal";"bprthouse";"medruv";"medchtwo";"medradio";"medpaper";"medweb";"podcast";"medsoc";"medsocfre";"inteff";"dembest";"courts";"leadrul";"femrep";"leadbus";"leadexp";"leadciti";"demqual";"trustparl";"trustgov";"trustjud";"trustexp";"trustprt";"trustmed";"trustsocmed";"femrep.0";"covgen";"ecogen";"healthc";"covsoc";"covdem";"covfin";"covsick";"finworry";"rentown";"pjob";"uniwindw";"govpriv";"unmmb";"maritals";"hhmmb";"childs";"race";"gender";"yob";"mainjobflo";"educationflo";"incomecate";"church";"prtclsorig";"cntrybrncat";"languagecat";"hinctntyearcate";"rlgatnd";"elecday";"elecmonth";"elecyear";"distseat"
"1";202109250001;"ICENES2021";2;1;2;3;2;3;4;11;3;4;1;995;11;995;3;1;3;2;2;5;1;3;4;1;1;998;4;5;1;1;1;5;5;3;4;4;10;2;1;9;7;0;8;3;997;10;7;5;6;8;0;8;9;0;5;7;0;7;7;10;5;3;997;8;3;1;995;11;1;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;5;4;4;2;988;2;988;4;998;988;2;1;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;2;5;1;1;1;1;1;996;996;"Kona";1949;90;10;2;996;996;996;996;2;996;25;9;2021;8
"2";202109250002;"ICENES2021";2;1;7;1;4;2;3;2;2;1;2;2;996;995;4;3;2;1;4;4;2;2;2;4;3;1;4;3;2;1;5;3;3;4;4;3;7;8;0;5;5;7;5;7;997;8;8;5;7;5;6;3;9;4;5;6;8;4;4;8;7;4;997;7;2;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;3;2;2;998;2;2;11;2;4;2;2;2;2;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;1;2;3;2;1;3;2;1;996;"Kona";1974;20;70;2;996;996;996;996;2;996;25;9;2021;11
"3";202109250003;"ICENES2021";2;1;5;1;3;4;4;988;3;4;2;2;996;995;3;3;2;2;2;4;1;2;2;2;1;1;4;2;1;2;1;5;5;5;4;1;6;5;0;0;2;6;1;6;997;7;6;0;1;5;4;1;6;1;5;5;1;0;3;9;3;3;997;5;2;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;997;995;995;995;995;995;989;3;3;2;2;11;3;4;2;3;3;2;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;3;1;5;1;2;1;1;1;996;996;"Karl";1949;70;40;2;996;996;996;996;2;996;25;9;2021;13
"4";202109250004;"ICENES2021";2;1;4;8;2;3;4;988;3;2;2;1;996;995;4;1;4;4;5;5;997;1;1;1;1;1;5;1;1;2;1;4;5;997;1;3;5;6;5;2;2;7;3;2;997;7;8;7;5;4;5;4;0;2;997;997;997;997;997;997;997;997;997;8;4;1;995;3;2;1;0;0;0;0;0;0;0;0;0;0;0;997;995;995;995;995;995;3;3;988;988;2;988;3;3;2;3;3;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;1;0;1;2;1;3;1;996;996;"Kona";1963;10;80;997;996;3;996;996;997;996;25;9;2021;10
"5";202109250005;"ICENES2021";2;1;5;1;3;1;1;3;4;6;1;995;3;995;5;3;1;1;2;5;4;5;3;3;3;2;5;5;1;4;5;4;3;5;5;1;7;5;0;5;2;10;0;7;997;4;8;0;5;3;10;0;8;0;3;5;4;4;3;8;4;5;997;10;2;1;995;3;1;0;0;0;0;0;0;0;0;0;1;0;0;1;995;995;995;995;5;3;3;4;8;2;3;3;4;2;3;3;2;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;5;1;2;1;1;2;0;996;"Kona";1948;10;60;4;996;996;996;996;4;996;25;9;2021;13
"6";202109250006;"ICENES2021";2;1;2;3;2;4;5;995;2;2;2;2;996;995;5;1;2;2;3;3;1;1;5;1;2;2;5;4;998;4;2;4;1;1;3;3;5;5;0;5;998;2;5;4;997;5;5;0;5;4;1;5;5;991;5;5;998;998;2;8;7;3;997;5;3;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;989;998;6;998;2;2;998;998;998;998;6;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;8;998;2;998;4;3;996;996;"Kona";1971;70;20;1;996;996;996;996;1;996;25;9;2021;8
"7";202109250007;"ICENES2021";3;1;5;1;3;4;3;2;3;1;2;1;996;995;5;2;2;2;3;3;2;2;4;4;2;998;5;998;4;2;5;4;3;2;3;2;2;7;4;2;991;5;4;8;997;3;6;4;991;4;5;6;8;991;3;8;5;4;5;10;6;0;997;5;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;4;3;998;2;6;11;4;4;998;2;4;8;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;1;1;1;3;1;996;996;"Kona";1987;20;70;2;996;2;996;996;2;996;25;9;2021;13
"8";202109250008;"ICENES2021";3;1;6;1;4;4;4;11;1;996;2;2;996;995;3;1;2;2;4;3;5;1;5;1;1;3;3;3;998;3;1;4;5;5;998;4;4;8;5;4;7;5;4;3;997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;997;997;4;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;998;995;995;995;995;995;997;12;12;998;12;998;998;12;12;998;998;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;3;1;5;1;3;1;1;1;996;996;"Karl";1945;70;40;2;996;996;996;996;2;996;25;9;2021;11
"9";202109250009;"ICENES2021";3;1;4;8;2;4;4;1;3;2;2;2;996;995;3;1;3;2;2;3;1;2;1;2;5;4;2;2;1;1;1;3;3;5;3;3;4;8;991;991;7;2;991;5;997;991;9;3;6;7;4;6;9;991;997;997;997;997;997;997;997;997;997;5;3;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;3;2;3;998;998;1;1;1;1;998;2;998;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;0;1;2;1;2;4;2;996;"Kona";1992;50;10;2;996;996;996;996;2;996;25;9;2021;10
"10";202109250010;"ICENES2021";3;1;6;1;4;3;2;3;3;2;1;995;3;995;5;3;1;1;3;4;2;2;4;2;1;2;4;3;3;2;2;3;4;998;4;3;6;8;4;5;4;9;5;7;997;6;9;4;6;5;7;8;8;4;5;9;5;6;4;10;7;4;997;8;2;1;995;3;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;4;2;3;4;3;2;11;3;4;2;3;2;11;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;4;1;2;1;1;5;3;996;"Kona";1980;20;70;5;996;996;996;996;5;996;25;9;2021;11
"11";202109250011;"ICENES2021";3;1;5;1;3;3;4;6;4;2;2;1;996;995;5;1;3;3;4;998;2;2;4;3;1;4;5;3;1;1;5;998;1;1;4;998;0;4;0;10;9;0;6;4;997;5;998;0;10;6;0;8;8;3;5;4;9;1;3;10;4;0;997;2;2;1;995;6;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;2;989;4;6;4;1;988;988;6;998;2;6;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;3;2;2;3;1;996;996;"Kona";1990;30;30;5;996;6;996;996;5;996;25;9;2021;13
"12";202109250012;"ICENES2021";3;1;2;3;2;3;4;11;2;1;1;995;11;995;5;2;2;2;4;3;1;2;3;2;1;998;4;998;1;1;4;4;4;998;4;3;10;5;1;2;8;3;3;8;997;10;8;0;4;9;4;6;9;1;998;998;998;998;998;998;998;998;997;5;3;2;1;11;3;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;4;1;4;998;2;2;11;988;4;998;988;11;11;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;1;8;1;3;2;1;3;996;996;"Kona";1957;60;10;998;996;996;996;996;998;996;25;9;2021;8
"13";202109250013;"ICENES2021";3;1;4;8;2;3;4;3;3;1;2;1;996;995;5;2;2;3;3;998;3;5;4;2;4;4;3;998;2;2;2;4;5;4;1;1;5;6;4;0;0;5;4;0;997;6;4;6;0;0;5;4;6;0;4;5;6;998;3;10;6;1;997;7;2;2;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;13;3;11;998;2;11;998;4;2;2;998;11;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;3;1;2;1;2;1;1;3;1;996;"Karl";1975;70;40;1;996;3;996;996;1;996;25;9;2021;10
"14";202109250014;"ICENES2021";3;1;5;1;3;2;3;4;2;1;2;2;996;995;5;2;1;1;4;4;2;2;4;997;3;5;5;2;2;3;2;5;998;998;3;3;5;5;0;6;7;0;3;9;997;4;7;0;6;7;5;5;10;6;6;7;10;6;3;9;8;0;997;1;3;1;995;4;1;0;0;0;0;0;0;0;0;0;0;0;1;1;995;995;995;995;5;4;4;4;8;2;988;4;4;998;998;4;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;5;1;1;1;5;1;996;996;"Kona";1943;30;20;1;996;996;996;996;1;996;25;9;2021;13
"15";202109250015;"ICENES2021";3;1;7;1;4;3;2;6;2;2;2;1;996;995;4;2;2;2;3;1;1;1;5;3;1;2;4;5;1;998;3;5;2;2;4;4;6;5;0;8;8;1;6;8;997;8;8;0;8;8;3;7;8;7;6;6;8;4;4;9;7;4;997;3;2;2;1;6;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;2;4;1;998;1;998;11;4;6;998;6;4;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;1;1;1;1;2;0;996;"Kona";1970;20;80;5;996;6;996;996;5;996;25;9;2021;11
"16";202109250016;"ICENES2021";3;1;4;8;2;2;3;11;3;1;2;1;996;995;5;2;2;2;4;4;4;2;4;3;5;2;3;2;2;3;2;5;4;3;3;3;7;8;0;991;5;5;5;5;997;7;8;0;991;5;5;5;7;0;5;7;991;3;0;10;9;0;997;7;2;1;995;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;2;4;998;1;3;2;11;998;4;2;2;4;2;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;1;5;1;1;1;1;2;996;996;"Kona";1954;40;30;3;996;2;996;996;3;996;25;9;2021;10
"17";202109250017;"ICENES2021";3;1;7;1;4;3;1;4;2;2;1;995;4;995;997;3;1;1;2;3;1;2;5;998;5;5;5;5;4;2;5;5;5;5;3;2;1;4;0;1;7;3;3;9;997;1;5;0;2;3;3;3;10;0;5;6;10;5;2;9;8;0;997;2;2;1;995;4;1;0;0;0;0;0;0;0;0;0;1;0;1;1;995;995;995;995;5;1;3;4;998;4;998;4;4;998;4;4;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;1;2;1;1;5;3;996;"Kona";1978;30;80;4;996;996;996;996;4;996;25;9;2021;11
"18";202109250018;"ICENES2021";3;1;7;1;4;2;2;3;3;6;1;995;3;995;4;2;2;3;4;5;3;3;5;3;1;2;4;1;4;4;5;4;1;1;4;3;6;8;0;5;4;9;3;6;997;5;8;2;6;4;8;4;6;2;3;7;8;2;4;7;4;5;997;7;2;2;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;5;3;3;988;8;2;11;3;4;2;3;6;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;3;2;2;1;2;996;996;"Karl";1977;80;20;5;996;996;996;996;5;996;25;9;2021;11
"19";202109250019;"ICENES2021";4;1;7;1;4;3;3;3;2;1;1;995;3;995;3;1;998;1;3;5;4;2;5;3;2;1;1;1;5;1;1;2;2;1;998;4;997;997;997;997;997;997;997;997;997;5;5;1;7;7;8;991;10;3;991;991;991;991;991;9;991;991;991;8;1;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;993;998;998;998;998;11;998;4;998;998;11;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;5;0;1;2;1;3;3;996;996;"Karl";1999;60;10;3;996;996;996;996;3;996;25;9;2021;11
"20";202109250020;"ICENES2021";4;1;1;7;2;2;2;2;3;3;1;995;2;995;5;3;1;1;2;4;2;2;2;2;1;2;3;4;2;3;2;2;4;3;3;3;5;9;2;2;4;7;5;7;991;6;8;3;991;4;7;5;7;991;6;6;5;3;1;9;5;1;991;6;2;1;995;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;995;995;995;995;4;2;3;4;4;2;2;4;4;3;2;2;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;1;0;1;1;1;1;3;2;996;"Karl";1970;90;20;2;996;996;996;996;2;996;25;9;2021;10
"21";202109250021;"ICENES2021";4;1;4;8;2;2;2;998;2;4;2;1;996;995;5;3;2;1;1;5;2;1;4;998;998;2;4;1;2;2;2;4;5;5;4;3;8;10;2;2;2;6;2;8;997;7;10;1;1;1;7;4;10;2;7;6;8;5;4;9;7;2;997;5;2;1;995;2;2;1;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;2;3;10;3;2;11;4;4;2;2;4;2;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;1;8;3;2;1;1;2;996;996;"Karl";1955;60;10;1;996;2;996;996;1;996;25;9;2021;10
"22";202109250022;"ICENES2021";4;1;4;8;2;3;3;1;3;6;2;1;996;995;4;2;998;2;4;4;1;1;5;1;2;4;5;998;2;2;5;998;5;998;4;3;5;8;0;7;7;3;991;991;6;7;8;2;991;5;2;7;8;5;3;5;5;0;2;9;991;1;0;3;2;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;993;998;998;2;1;998;998;998;998;4;998;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;3;1;4;1;2;1;2;4;1;996;"Kona";1996;30;40;997;996;2;996;996;997;996;25;9;2021;10
"23";202109250023;"ICENES2021";5;1;1;6;2;3;2;4;3;2;1;995;3;995;4;998;2;1;3;5;2;2;998;2;998;3;5;4;2;4;5;998;5;998;4;998;5;6;1;6;4;7;6;7;997;4;7;1;991;3;8;5;8;991;998;5;998;998;4;8;8;2;997;7;2;1;995;3;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;3;4;998;998;998;2;998;998;4;998;998;4;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;3;1;0;1;1;1;3;3;1;996;"Kona";1973;50;70;3;996;996;996;996;3;996;25;9;2021;10
"24";202109250024;"ICENES2021";5;1;4;8;2;4;3;995;2;1;2;2;996;995;4;3;2;2;3;998;2;2;4;4;998;4;4;3;3;3;3;4;4;5;1;3;991;991;991;991;991;991;991;991;991;991;991;991;991;991;991;991;991;991;3;5;5;998;4;8;7;3;2;997;2;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;997;995;995;995;995;995;989;998;998;998;998;998;998;998;998;998;998;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;1;0;1;1;1;1;2;996;996;"Kona";1960;40;10;3;996;996;996;996;3;996;25;9;2021;10
"25";202109250025;"ICENES2021";5;1;7;1;4;1;3;6;3;2;2;1;996;995;4;2;2;1;4;2;1;1;5;3;1;5;5;5;2;3;4;5;2;2;4;4;5;6;0;8;7;0;6;8;7;6;7;0;7;7;0;7;8;4;7;5;10;4;3;8;8;2;1;3;2;1;995;4;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;4;12;6;8;4;4;12;6;998;4;4;12;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;1;0;1;1;1;1;4;2;996;"Karl";1977;20;80;4;996;4;996;996;4;996;25;9;2021;11
"26";202109250026;"ICENES2021";5;1;6;1;4;3;3;995;3;1;2;2;996;995;5;3;2;1;3;5;4;2;4;2;2;4;5;2;2;2;4;5;4;4;3;3;8;7;2;5;4;5;4;7;3;7;8;3;5;6;6;5;8;4;5;5;3;4;4;6;4;5;4;5;2;2;1;997;995;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;12;998;998;998;2;11;998;4;2;998;998;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;1;5;3;2;1;1;2;996;996;"Karl";1940;70;40;998;996;996;996;996;998;996;25;9;2021;11
"27";202109250027;"ICENES2021";5;1;5;1;3;3;1;8;2;2;2;2;996;995;5;3;1;1;2;1;1;1;5;3;1;3;5;5;1;3;5;5;2;4;4;4;3;5;0;4;8;7;9;7;0;1;7;2;7;7;8;8;9;1;4;6;9;4;5;8;7;3;1;7;2;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;2;8;3;8;8;4;8;8;4;997;998;997;1;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;1;1;1;1;3;0;996;"Kona";1961;20;90;5;996;996;996;996;5;996;25;9;2021;13
"28";202109250028;"ICENES2021";5;1;5;1;3;1;2;995;3;1;2;1;996;995;3;3;2;1;2;5;4;2;5;4;2;2;4;4;4;5;2;2;2;1;4;3;5;7;3;5;4;7;7;6;0;6;7;0;3;5;6;1;8;1;5;6;9;3;4;9;7;3;2;6;2;2;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;4;3;3;997;3;2;2;2;4;8;997;2;2;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;5;1;1;1;1;2;996;996;"Karl";1952;20;90;4;996;3;996;996;4;996;25;9;2021;13
"29";202109250029;"ICENES2021";5;1;1;7;2;3;1;995;3;1;1;995;2;995;3;3;1;1;2;5;2;1;4;3;3;2;2;1;2;4;2;3;4;3;3;3;6;9;1;1;3;5;4;6;1;5;8;2;2;3;7;4;6;1;4;8;7;4;5;9;5;5;1;6;2;1;995;2;2;0;0;0;0;1;0;0;0;0;0;0;0;1;995;995;995;995;5;2;2;998;2;2;998;2;2;2;2;998;2;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;1;2;1;4;1;996;996;"Karl";1950;50;10;1;996;996;996;996;1;996;25;9;2021;10
"30";202109250030;"ICENES2021";6;1;4;2;2;3;3;8;3;2;1;995;8;995;5;2;2;2;4;2;1;1;4;3;1;2;5;5;1;3;1;4;2;998;5;4;7;6;1;6;7;4;8;7;2;6;7;2;8;7;4;9;9;4;2;8;10;6;5;8;6;4;2;5;3;1;995;8;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;5;1;997;6;8;2;988;998;8;2;8;1;997;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;2;5;1;3;1;5;1;996;996;"Kona";1937;40;10;1;996;996;996;996;1;996;25;9;2021;10
"31";202109250031;"ICENES2021";6;1;6;1;4;1;3;1;3;6;1;995;1;995;5;1;2;2;3;2;1;1;5;3;1;5;5;5;1;1;5;5;3;1;997;4;4;4;0;5;9;1;4;8;6;6;5;0;8;8;0;5;6;9;8;7;9;3;4;10;5;2;0;3;2;1;995;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;995;995;995;995;5;4;8;1;1;1;988;1;4;1;1;1;1;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;4;0;1;998;1;2;3;1;996;"Kona";1982;20;80;5;996;996;996;996;5;996;25;9;2021;11
"32";202109250032;"ICENES2021";6;1;2;4;2;3;3;4;3;1;2;2;996;995;5;2;2;3;2;5;1;3;3;4;3;2;4;2;1;2;1;4;5;998;3;3;5;7;0;5;4;5;2;8;0;6;6;3;4;3;7;2;9;5;5;4;997;5;5;9;997;4;0;5;2;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;6;997;997;997;997;997;997;997;997;997;997;997;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;1;1;1;4;1;996;996;"Kona";1952;30;20;1;996;996;996;996;1;996;25;9;2021;8
"33";202109250033;"ICENES2021";6;1;7;1;4;2;4;4;2;2;2;1;996;995;5;1;3;997;3;4;4;2;5;2;4;5;5;3;2;2;5;998;3;5;4;4;6;4;0;8;5;0;991;7;991;7;0;0;8;991;0;991;9;991;2;8;5;0;5;10;4;0;0;4;2;2;1;6;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;2;4;4;6;998;4;11;6;4;2;4;11;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;1;2;1;3;2;0;996;"Kona";1989;20;70;3;996;6;996;996;3;996;25;9;2021;11
"34";202109250034;"ICENES2021";6;1;4;8;2;3;2;4;3;1;2;1;996;995;5;3;1;1;2;2;2;2;5;2;998;3;5;4;1;1;5;4;2;4;4;4;8;9;1;7;5;7;7;10;998;7;10;3;998;6;10;8;10;6;6;5;10;3;3;9;6;0;3;3;2;2;1;4;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;2;8;4;998;2;11;4;4;2;8;4;998;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;1;0;1;1;1;1;5;1;996;"Kona";1972;20;70;998;996;4;996;996;998;996;25;9;2021;10
"35";202109250035;"ICENES2021";6;1;5;1;3;2;4;4;2;1;2;1;996;995;5;2;1;1;3;4;998;2;5;1;4;4;4;5;1;1;1;4;4;1;3;3;10;2;5;5;0;6;8;10;0;9;6;5;4;0;8;8;10;0;7;4;5;6;3;8;8;7;0;8;2;2;1;8;1;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;1;3;3;10;3;2;4;8;4;2;4;8;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;5;1;0;3;2;1;1;2;0;996;"Karl";1957;10;40;4;996;8;996;996;4;996;25;9;2021;13
"36";202109250036;"ICENES2021";6;1;5;1;3;3;4;988;4;4;2;2;996;995;4;2;2;2;2;4;4;2;5;4;2;2;2;4;2;2;2;4;5;998;4;3;6;5;5;5;4;6;5;6;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;997;2;2;2;995;995;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;2;2;3;988;988;2;988;988;4;988;988;1;988;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;4;1;0;3;2;1;4;1;996;996;"Karl";1953;70;40;3;996;996;996;996;3;996;25;9;2021;13
"37";202109250037;"ICENES2021";6;1;5;1;3;2;4;8;3;1;1;995;11;995;5;1;2;2;3;1;1;1;5;5;2;4;4;5;1;5;4;4;4;1;4;4;10;3;0;10;4;2;5;4;5;10;4;0;10;10;2;7;8;10;6;8;10;7;5;10;8;5;0;5;2;2;1;11;2;1;0;0;0;0;0;0;0;0;0;0;0;1;995;995;995;995;3;12;11;11;8;998;11;11;11;998;998;6;11;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;8;3;2;1;1;3;996;996;"Karl";1956;10;50;997;996;996;996;996;997;996;25;9;2021;13
"38";202109250038;"ICENES2021";6;1;6;1;4;3;4;998;3;2;1;995;12;995;3;2;3;2;4;2;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;"Karl";1943;996;999;999;996;996;999;999;1;999;25;9;2021;11
